"unique_key","created_date","closed_date","complaint_type","descriptor","borough","incident_zip","status","latitude","longitude"
"70033912","2026-08-12T00:05:09.000",,"Water Maintenance","Fire Hydrant Running","MANHATTAN","10031","In Progress","40.828061707664624","-73.94064640164744"
"70026648","2026-08-12T00:05:08.000","2026-08-12T00:35:21.000","Bike/Roller/Skate","N/A","BRONX","10466","Closed","40.89722259629209","-73.8585620312072"
"70030346","2026-08-12T00:05:05.000","2026-08-12T01:18:43.000","Blocked Driveway","No Access","QUEENS","11385","Closed","40.70268817756111","-73.88131766183751"
"70036285","2026-08-12T00:05:04.000","2026-08-12T00:39:44.000","Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11249","Closed","40.70446763025075","-73.9645894802074"
"70028786","2026-08-12T00:04:57.000",,"Noise - Street/Sidewalk","Loud Talking","BROOKLYN","11205","In Progress","40.69538270128887","-73.97623152066696"
"70028062","2026-08-12T00:04:41.000",,"Noise - Residential","Loud Music/Party","BRONX","10472","In Progress","40.8270254193894","-73.88165957214386"
"70033495","2026-08-12T00:04:31.000","2026-08-12T00:50:19.000","Noise - Residential","Banging/Pounding","MANHATTAN","10029","Closed","40.79103614135534","-73.94212396444759"
"70028963","2026-08-12T00:04:12.000",,"Illegal Parking","Commercial Overnight Parking","STATEN ISLAND","10306","In Progress","40.57657045983503","-74.10171921436951"
"70031955","2026-08-12T00:04:06.000",,"Illegal Parking","Posted Parking Sign Violation","STATEN ISLAND","10312","In Progress","40.549613669635605","-74.16353363038986"
"70031863","2026-08-12T00:03:33.000","2026-08-12T00:39:58.000","Noise - Residential","Banging/Pounding","QUEENS","11366","Closed","40.72582535409395","-73.80410081903685"
"70037981","2026-08-12T00:03:20.000","2026-08-12T00:47:18.000","Noise - Residential","Banging/Pounding","MANHATTAN","10029","Closed","40.791362644307455","-73.94188532807934"
"70026742","2026-08-12T00:03:11.000",,"Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11218","In Progress","40.645162123509614","-73.97931958244115"
"70035543","2026-08-12T00:02:58.000",,"Illegal Parking","Blocked Hydrant","BROOKLYN","11214","In Progress","40.60785128096797","-73.99746456226916"
"70032554","2026-08-12T00:02:50.000","2026-08-12T00:18:54.000","Noise - Residential","Loud Talking","BROOKLYN","11235","Closed","40.578555212865965","-73.96181951947307"
"70034068","2026-08-12T00:02:44.000","2026-08-12T00:32:12.000","Noise - Residential","Loud Music/Party","BROOKLYN","11234","Closed","40.61398656605138","-73.90347160500738"
"70037834","2026-08-12T00:02:29.000","2026-08-12T00:28:31.000","Noise - Residential","Loud Music/Party","QUEENS","11419","Closed","40.68658856015572","-73.82979877767282"
"70035120","2026-08-12T00:02:15.000",,"Illegal Posting","Poster or Sign","BRONX","10475","In Progress","40.8841519092139","-73.82606351010492"
"70032721","2026-08-12T00:02:13.000","2026-08-12T01:18:40.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11237","Closed","40.692545306921005","-73.90382665949768"
"70033519","2026-08-12T00:02:04.000","2026-08-12T00:53:22.000","Noise - Residential","Banging/Pounding","BRONX","10451","Closed","40.81746295959035","-73.92014949551678"
"70033499","2026-08-12T00:01:41.000","2026-08-12T00:07:42.000","Illegal Parking","Blocked Hydrant","MANHATTAN","10024","Closed","40.78874657669587","-73.96959319634995"
"70036367","2026-08-12T00:01:20.000","2026-08-12T00:28:32.000","Noise - Residential","Loud Music/Party","QUEENS","11419","Closed","40.68658856015572","-73.82979877767282"
"70029005","2026-08-12T00:01:17.000","2026-08-12T00:43:00.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","10031","Closed","40.83037631951173","-73.94802675714051"
"70037243","2026-08-12T00:01:07.000","2026-08-12T00:35:18.000","Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11211","Closed","40.71752197015857","-73.95723787717327"
"70036195","2026-08-12T00:00:49.000",,"Rodent","Rat Sighting","BRONX","10458","In Progress","40.86898964070085","-73.89038892622006"
"70032008","2026-08-12T00:00:36.000","2026-08-12T00:39:43.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","10031","Closed","40.83007155682951","-73.9478065715269"
"70029585","2026-08-12T00:00:35.000","2026-08-12T00:13:53.000","Noise - Street/Sidewalk","Loud Music/Party","BRONX","10467","Closed","40.877113915517775","-73.87421896750381"
"70033485","2026-08-12T00:00:28.000",,"Illegal Parking","Paper License Plates","MANHATTAN","10024","In Progress","40.78598574085666","-73.9710100122097"
"70032559","2026-08-12T00:00:28.000",,"Noise - Residential","Loud Music/Party","BROOKLYN","11223","In Progress","40.60620356834693","-73.96178570081833"
"70035121","2026-08-11T23:59:58.000",,"Illegal Posting","Poster or Sign","BRONX","10475","In Progress","40.88464952371015","-73.82661191249979"
"70033508","2026-08-11T23:59:56.000","2026-08-12T00:36:42.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","10031","Closed","40.83039258169965","-73.94757144088628"
"70028929","2026-08-11T23:59:54.000","2026-08-12T01:02:27.000","Blocked Driveway","No Access","QUEENS","11436","Closed","40.6840431674385","-73.79859161992569"
"70026728","2026-08-11T23:59:38.000","2026-08-12T01:14:50.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11223","Closed","40.603647428481466","-73.98083416181359"
"70030364","2026-08-11T23:59:19.000","2026-08-12T00:28:25.000","Noise - Residential","Loud Music/Party","QUEENS","11419","Closed","40.68658856015572","-73.82979877767282"
"70030938","2026-08-11T23:59:00.000",,"Sewer Maintenance","Catch Basin Sunken","QUEENS","11413","In Progress","40.664218190937824","-73.76024883006141"
"70034173","2026-08-11T23:58:58.000","2026-08-12T01:53:24.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11208","Closed","40.68603366963854","-73.87681854478991"
"70028109","2026-08-11T23:58:48.000","2026-08-12T01:05:29.000","Noise - Residential","Banging/Pounding","BRONX","10457","Closed","40.85487924712608","-73.89343781200685"
"70029669","2026-08-11T23:58:35.000","2026-08-12T00:11:23.000","Noise - Residential","Banging/Pounding","BROOKLYN","11225","Closed","40.65645325891281","-73.95643726744065"
"70034678","2026-08-11T23:58:20.000",,"Overgrown Tree/Branches","Hitting Power Lines","BROOKLYN","11237","In Progress","40.70021480181736","-73.91506776817364"
"70028331","2026-08-11T23:57:48.000",,"Food Establishment","Rodents/Insects/Garbage","MANHATTAN","10011","In Progress","40.74308874780221","-74.00865025634396"
"70026511","2026-08-11T23:57:33.000",,"Water Maintenance","Fire Hydrant Running Full","MANHATTAN","10033","In Progress","40.84981231331684","-73.9333833839353"
"70030391","2026-08-11T23:57:03.000",,"Blocked Driveway","Partial Access","QUEENS","11377","In Progress","40.73827602092762","-73.89771997865516"
"70026282","2026-08-11T23:56:01.000",,"Street Condition","Pothole","QUEENS","11426","Open","40.73388200479908","-73.7139634576896"
"70030420","2026-08-11T23:55:13.000","2026-08-12T00:11:30.000","Noise - Commercial","Loud Music/Party","QUEENS","11361","Closed","40.764106321118824","-73.77125334303817"
"70028989","2026-08-11T23:55:08.000","2026-08-12T01:30:57.000","Noise - Commercial","Loud Talking","MANHATTAN","10075","Closed","40.773427788383785","-73.95932852086354"
"70035701","2026-08-11T23:55:01.000","2026-08-12T01:10:37.000","Noise - Street/Sidewalk","Loud Talking","BROOKLYN","11221","Closed","40.69326736609261","-73.92223109941975"
"70036974","2026-08-11T23:54:34.000",,"Noise - Residential","Loud Music/Party","BRONX","10472","In Progress","40.82488653168446","-73.87829946449676"
"70035819","2026-08-11T23:54:30.000",,"Curb Condition","Defacement","QUEENS","11368","In Progress","40.75399823201008","-73.86588999248697"
"70034738","2026-08-11T23:54:12.000",,"Noise - Residential","Banging/Pounding","BROOKLYN","11201","In Progress","40.70137579240106","-73.98345325660519"
"70035764","2026-08-11T23:54:03.000",,"Lost Property","Bag/Wallet","QUEENS","11430","In Progress","40.64832048620134","-73.78828125130184"
"70031119","2026-08-11T23:53:38.000","2026-08-12T00:32:29.000","Noise - Residential","Loud Music/Party","BROOKLYN","11234","Closed","40.61456349691077","-73.90409749061845"
"70035934","2026-08-11T23:53:36.000",,"UNSANITARY CONDITION","PESTS","BRONX","10462","Open","40.853373729375214","-73.86577637731106"
"70027249","2026-08-11T23:53:28.000",,"FLOORING/STAIRS","FLOOR","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70031547","2026-08-11T23:53:28.000",,"PAINT/PLASTER","CEILING","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70031541","2026-08-11T23:53:28.000",,"PAINT/PLASTER","CEILING","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70030098","2026-08-11T23:53:28.000",,"GENERAL","CABINET","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70032891","2026-08-11T23:53:28.000",,"PAINT/PLASTER","WALL","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70037623","2026-08-11T23:53:28.000",,"DOOR/WINDOW","DOOR","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70037493","2026-08-11T23:53:28.000",,"PLUMBING","BATHTUB/SHOWER","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70036436","2026-08-11T23:53:28.000","2026-08-12T00:24:45.000","Illegal Parking","Blocked Hydrant","QUEENS","11374","Closed","40.72666727565442","-73.8578308279301"
"70037558","2026-08-11T23:53:28.000",,"GENERAL","BELL/BUZZER/INTERCOM","MANHATTAN","10009","Open","40.729931857625274","-73.98071846343167"
"70026591","2026-08-11T23:53:26.000",,"Noise","Alarm","BROOKLYN","11206","In Progress","40.70614580099122","-73.93553593472299"
"70036616","2026-08-11T23:52:47.000",,"Dirty Condition","Trash","BROOKLYN","11232","In Progress","40.64945387069879","-74.00693716052947"
"70033471","2026-08-11T23:52:39.000","2026-08-12T00:04:11.000","Illegal Parking","Parking Permit Improper Use","MANHATTAN","10016","Closed","40.740917889543326","-73.97446868154753"
"70027647","2026-08-11T23:52:26.000",,"Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","10032","In Progress","40.83542937652239","-73.94233831197468"
"70026909","2026-08-11T23:51:55.000","2026-08-12T00:03:40.000","Noise - Commercial","Loud Music/Party","BROOKLYN","11249","Closed","40.71039365967617","-73.9648640722341"
"70027549","2026-08-11T23:51:54.000","2026-08-12T00:43:01.000","Noise - Street/Sidewalk","Loud Music/Party","QUEENS","11375","Closed","40.735743912936805","-73.85323241259277"
"70031731","2026-08-11T23:51:24.000",,"Overgrown Tree/Branches","Dead Branches in Tree","BROOKLYN","11221","In Progress","40.69099713258849","-73.92177578957786"
"70029743","2026-08-11T23:51:09.000","2026-08-12T01:05:36.000","Noise - Street/Sidewalk","Loud Talking","BROOKLYN","11207","Closed","40.68350470490595","-73.91151233376623"
"70035892","2026-08-11T23:50:24.000",,"WATER LEAK","SLOW LEAK","QUEENS","11374","Open","40.73081414682835","-73.86427330673158"
"70028307","2026-08-11T23:49:54.000",,"Noise - Residential","Loud Music/Party","MANHATTAN","10009","In Progress","40.725881050889605","-73.98364921184492"
"70034101","2026-08-11T23:49:33.000","2026-08-12T00:14:00.000","Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11225","Closed","40.66183348482207","-73.95076404988754"
"70028121","2026-08-11T23:49:26.000","2026-08-12T00:28:24.000","Noise - Street/Sidewalk","Loud Music/Party","BRONX","10463","Closed","40.87569173167496","-73.90209366576633"
"70035002","2026-08-11T23:49:09.000","2026-08-12T00:12:58.000","Noise - Street/Sidewalk","Loud Music/Party","BRONX","10454","Closed","40.8072910891316","-73.91267708123826"
"70031663","2026-08-11T23:48:45.000",,"Homeless Person Assistance","Non-Chronic","MANHATTAN","10026","In Progress","40.80078939040917","-73.95755641337156"
"70032577","2026-08-11T23:48:44.000","2026-08-11T23:53:05.000","Noise - Residential","Banging/Pounding","BROOKLYN","11214","Closed","40.60810108364675","-73.99938414563323"
"70029668","2026-08-11T23:48:31.000","2026-08-12T00:14:33.000","Noise - Residential","Loud Music/Party","BROOKLYN","11225","Closed","40.66183348482207","-73.95076404988754"
"70029570","2026-08-11T23:48:25.000",,"Noise - Residential","Banging/Pounding","BRONX","10463","In Progress","40.880495356921585","-73.90589088156578"
"70028923","2026-08-11T23:48:21.000","2026-08-12T00:04:12.000","Noise - Residential","Banging/Pounding","QUEENS","11375","Closed","40.724671547043656","-73.84898156338559"
"70033527","2026-08-11T23:48:09.000",,"Maintenance or Facility","Hours of Operation","BROOKLYN","11206","In Progress","40.69379557155858","-73.9489049337105"
"70029790","2026-08-11T23:48:06.000",,"Smoking or Vaping","Allowed in Smoke Free Area","QUEENS","11101","In Progress","40.746563040745954","-73.94198936937423"
"70029529","2026-08-11T23:48:05.000","2026-08-12T00:46:03.000","Noise - Street/Sidewalk","Loud Music/Party","BRONX","10452","Closed","40.83984297986878","-73.915746037444"
"70028115","2026-08-11T23:48:01.000","2026-08-12T01:54:14.000","Blocked Driveway","No Access","BRONX","10467","Closed","40.86378744588717","-73.8684307093463"
"70035818","2026-08-11T23:47:35.000",,"Curb Condition","Defacement","QUEENS","11368","In Progress","40.755713931247776","-73.86608866870878"
"70027153","2026-08-11T23:47:33.000",,"PLUMBING","WATER SUPPLY","BRONX","10452","Open","40.83116912288787","-73.92277817473338"
"70033690","2026-08-11T23:47:19.000","2026-08-11T23:47:19.000","Street Condition","Pothole","QUEENS","11363","Closed",,
"70032168","2026-08-11T23:47:18.000",,"Street Condition","Pothole","QUEENS","11363","Open",,
"70032466","2026-08-11T23:47:07.000",,"Illegal Parking","Posted Parking Sign Violation","BRONX","10472","In Progress","40.83251913799147","-73.8753078650368"
"70036369","2026-08-11T23:46:49.000","2026-08-12T00:26:21.000","Noise - Residential","Banging/Pounding","QUEENS","11420","Closed","40.67551899994663","-73.81735325881327"
"70031123","2026-08-11T23:46:10.000",,"Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11218","In Progress","40.645162123509614","-73.97931958244115"
"70031916","2026-08-11T23:46:02.000","2026-08-12T00:03:12.000","Noise - Residential","Banging/Pounding","QUEENS","11102","Closed","40.76764102381678","-73.92486267044741"
"70028184","2026-08-11T23:45:59.000","2026-08-12T00:14:10.000","Noise - Residential","Banging/Pounding","BROOKLYN","11210","Closed","40.63991676510749","-73.94550512872763"
"70027602","2026-08-11T23:45:16.000","2026-08-12T00:04:12.000","Illegal Parking","Parking Permit Improper Use","MANHATTAN","10016","Closed","40.740917889543326","-73.97446868154753"
"70034787","2026-08-11T23:44:58.000","2026-08-12T00:35:30.000","Noise - Residential","Loud Music/Party","QUEENS","11433","Closed","40.69768955282021","-73.79205538181837"
"70036347","2026-08-11T23:44:50.000",,"Illegal Parking","Commercial Overnight Parking","QUEENS","11378","In Progress","40.728938258683264","-73.89760442197726"
"70034191","2026-08-11T23:44:50.000","2026-08-11T23:54:51.000","Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11221","Closed","40.69326736609261","-73.92223109941975"
"70037146","2026-08-11T23:44:34.000",,"Street Condition","Defective Hardware","BROOKLYN","11222","In Progress","40.73245460602726","-73.95315101818352"
"70034380","2026-08-11T23:44:22.000",,"WATER LEAK","HEAVY FLOW","STATEN ISLAND","10314","Open","40.58410711749435","-74.15402716217076"
"70035443","2026-08-11T23:44:13.000",,"Illegal Parking","Posted Parking Sign Violation","BRONX","10472","In Progress","40.8317940453668","-73.87485752400507"
"70028408","2026-08-11T23:44:11.000",,"Standing Water","Swimming Pool - Unmaintained","MANHATTAN","10032","In Progress","40.83615112307623","-73.94211362878137"
"70027093","2026-08-11T23:44:02.000",,"UNSANITARY CONDITION","PESTS","MANHATTAN","10128","Open","40.781890505405286","-73.94746880656034"
"70028479","2026-08-11T23:44:02.000",,"UNSANITARY CONDITION","PESTS","MANHATTAN","10128","Open","40.781890505405286","-73.94746880656034"
"70033316","2026-08-11T23:43:55.000","2026-08-11T23:54:53.000","Illegal Parking","Blocked Sidewalk","QUEENS","11421","Closed","40.69753770288117","-73.85179825754923"
"70033461","2026-08-11T23:43:48.000","2026-08-12T00:01:09.000","Noise - Residential","Banging/Pounding","MANHATTAN","10016","Closed","40.740647191379715","-73.97965081002563"
"70033280","2026-08-11T23:43:27.000","2026-08-12T00:35:30.000","Noise - Residential","Banging/Pounding","BROOKLYN","11207","Closed","40.67261508944675","-73.89104692702352"
"70028973","2026-08-11T23:43:26.000","2026-08-12T00:01:00.000","Noise - Residential","Banging/Pounding","MANHATTAN","10016","Closed","40.740647191379715","-73.97965081002563"
"70037753","2026-08-11T23:43:15.000",,"Noise - Residential","Banging/Pounding","BROOKLYN","11201","In Progress","40.699800319891985","-73.98361593748928"
"70027416","2026-08-11T23:43:04.000",,"Noise - Residential","Banging/Pounding","BROOKLYN","11201","In Progress","40.699800319891985","-73.98361593748928"
"70037769","2026-08-11T23:42:52.000","2026-08-12T00:35:18.000","Noise - Residential","Banging/Pounding","MANHATTAN","10027","Closed","40.81281181632886","-73.94573926927536"
"70037768","2026-08-11T23:42:42.000","2026-08-12T00:35:18.000","Noise - Residential","Banging/Pounding","MANHATTAN","10027","Closed","40.81281181632886","-73.94573926927536"
"70038000","2026-08-11T23:42:38.000","2026-08-12T01:13:18.000","Blocked Driveway","Partial Access","MANHATTAN","10030","Closed","40.822134778887055","-73.94396126204215"
"70028165","2026-08-11T23:42:19.000","2026-08-11T23:51:49.000","Noise - Residential","Banging/Pounding","BROOKLYN","11214","Closed","40.60810108364675","-73.99938414563323"
"70027002","2026-08-11T23:42:00.000",,"Street Light Condition","Street Light Out","BRONX","10468","Open","40.86530243650309","-73.90136418525164"
"70030595","2026-08-11T23:41:49.000",,"Litter Basket Request","Replacement Basket","MANHATTAN","10033","In Progress","40.852321215318966","-73.93877402130026"
"70036420","2026-08-11T23:41:46.000","2026-08-12T00:56:24.000","Illegal Parking","Commercial Overnight Parking","QUEENS","11357","Closed","40.793548685124854","-73.7958225456005"
"70029624","2026-08-11T23:41:42.000",,"Illegal Parking","Blocked Hydrant","BROOKLYN","11218","In Progress","40.635185809303664","-73.9711403760099"
"70037359","2026-08-11T23:41:30.000",,"Indoor Air Quality","Sewage Odor","BRONX","10469","In Progress","40.87708434563019","-73.84951408991537"
"70030983","2026-08-11T23:41:21.000",,"Illegal Parking","Blocked Hydrant","BRONX","10472","In Progress","40.831050342607845","-73.87496371600433"
"70027525","2026-08-11T23:40:54.000","2026-08-12T01:32:09.000","Illegal Parking","Parking Permit Improper Use","QUEENS","11355","Closed","40.75138907986774","-73.8168637188478"
"70027546","2026-08-11T23:40:26.000","2026-08-12T00:05:06.000","Encampment","N/A","QUEENS","11375","Closed","40.72116721634969","-73.84336525101494"
"70027588","2026-08-11T23:40:22.000","2026-08-12T00:13:22.000","Noise - Residential","Loud Talking","STATEN ISLAND","10307","Closed","40.511993361643505","-74.23463795126108"
"70032346","2026-08-11T23:39:29.000",,"Lead","Lead Kit","QUEENS","11361","In Progress","40.76850139242961","-73.76886636295549"
"70028156","2026-08-11T23:39:27.000",,"Noise - Residential","Loud Music/Party","BROOKLYN","11214","In Progress","40.59792060097368","-74.00279072726607"
"70028508","2026-08-11T23:39:23.000",,"UNSANITARY CONDITION","MOLD","BRONX","10473","Open","40.82044163511422","-73.85365620697301"
"70029518","2026-08-11T23:39:11.000",,"Illegal Parking","Blocked Hydrant","BRONX","10472","In Progress","40.83066324047387","-73.87487410501063"
"70032750","2026-08-11T23:39:07.000","2026-08-12T01:14:59.000","Noise - Commercial","Loud Music/Party","BROOKLYN","11211","Closed","40.71457939477639","-73.94399397442777"
"70026903","2026-08-11T23:38:31.000","2026-08-12T00:12:19.000","Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11205","Closed","40.69395197882978","-73.9730622468119"
"70031970","2026-08-11T23:38:01.000","2026-08-11T23:57:56.000","Encampment","N/A","MANHATTAN","10001","Closed","40.74763929625506","-73.98853049959429"
"70033404","2026-08-11T23:37:50.000","2026-08-11T23:57:58.000","Encampment","N/A","QUEENS","11375","Closed","40.72137914567738","-73.8437940590733"
"70032695","2026-08-11T23:37:48.000","2026-08-12T00:05:09.000","Noise - Residential","Loud Music/Party","BROOKLYN","11231","Closed","40.67676706055724","-73.99152057983271"
"70031145","2026-08-11T23:37:42.000",,"Blocked Driveway","Partial Access","BROOKLYN","11236","In Progress","40.64123900488508","-73.89647785378979"
"70031792","2026-08-11T23:37:07.000","2026-08-12T00:11:23.000","Noise - Residential","Banging/Pounding","BRONX","10473","Closed","40.823217976075576","-73.86612625503403"
"70029859","2026-08-11T23:37:00.000",,"Street Light Condition","Street Light Out","BROOKLYN","11234","Open",,
"70037035","2026-08-11T23:36:59.000","2026-08-12T01:38:10.000","Illegal Parking","Blocked Hydrant","BRONX","10463","Closed","40.87431709464755","-73.90263084439134"
"70028999","2026-08-11T23:36:48.000","2026-08-12T00:14:46.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","10026","Closed","40.802648528357416","-73.95295352214427"
"70037751","2026-08-11T23:36:32.000","2026-08-12T01:41:20.000","Noise - Residential","Loud Music/Party","BROOKLYN","11224","Closed","40.5783666759397","-74.00022319281872"
"70030311","2026-08-11T23:36:07.000","2026-08-12T00:11:23.000","Noise - Residential","Loud Music/Party","QUEENS","11691","Closed","40.60108225787543","-73.75629463921236"
"70034838","2026-08-11T23:36:02.000",,"Noise - Residential","Loud Music/Party","QUEENS","11101","In Progress","40.746563040745954","-73.94198936937423"
"70031091","2026-08-11T23:35:36.000",,"Illegal Parking","Blocked Hydrant","BROOKLYN","11204","In Progress","40.61259888937967","-73.98550303594995"
"70035719","2026-08-11T23:35:18.000","2026-08-12T00:06:02.000","Illegal Parking","Commercial Overnight Parking","BROOKLYN","11201","Closed","40.70103607051418","-73.98864310608877"
"70036001","2026-08-11T23:35:00.000",,"PLUMBING","TOILET","BRONX","10457","Open","40.852335329676464","-73.89389734164266"
"70037675","2026-08-11T23:34:55.000",,"Rodent","Rat Sighting","QUEENS","11360","In Progress","40.77847583777357","-73.77582930548137"
"70032467","2026-08-11T23:34:54.000",,"Illegal Parking","Blocked Hydrant","BRONX","10472","In Progress","40.83066324047387","-73.87487410501063"
"70028245","2026-08-11T23:34:31.000","2026-08-12T00:21:43.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11220","Closed","40.64103952521778","-74.02029359046216"
"70034400","2026-08-11T23:33:32.000",,"UNSANITARY CONDITION","PESTS","BRONX","10473","Open","40.82044163511422","-73.85365620697301"
"70032547","2026-08-11T23:33:30.000","2026-08-11T23:57:55.000","Illegal Parking","Blocked Hydrant","BRONX","10468","Closed","40.87685672386428","-73.88554491705389"
"70033611","2026-08-11T23:33:26.000",,"Illegal Dumping","Removal Request","MANHATTAN","10009","In Progress","40.727566297364184","-73.9834106740537"
"70033305","2026-08-11T23:33:22.000","2026-08-12T00:00:58.000","Noise - Residential","Banging/Pounding","QUEENS","11691","Closed","40.59517503429664","-73.75481826449519"
"70031698","2026-08-11T23:33:13.000",,"Rodent","Rat Sighting","MANHATTAN","10032","In Progress","40.8364111898213","-73.94077266515033"
"70035500","2026-08-11T23:33:07.000","2026-08-12T00:28:25.000","Noise - Street/Sidewalk","Loud Talking","BRONX","10463","Closed","40.87569173167496","-73.90209366576633"
"70026894","2026-08-11T23:33:02.000","2026-08-11T23:51:30.000","Illegal Parking","Commercial Overnight Parking","BROOKLYN","11201","Closed","40.70111302305257","-73.98969619455666"
"70026997","2026-08-11T23:33:00.000",,"Street Light Condition","Street Light Out","BROOKLYN","11229","Open",,
"70029620","2026-08-11T23:32:58.000","2026-08-12T01:53:31.000","Blocked Driveway","No Access","BROOKLYN","11234","Closed","40.62686087583163","-73.91183600662785"
"70026714","2026-08-11T23:32:48.000",,"Illegal Parking","Blocked Hydrant","BROOKLYN","11204","In Progress","40.61869577853208","-73.99304442374901"
"70029107","2026-08-11T23:32:42.000",,"Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","BROOKLYN","11203","In Progress","40.66071340462929","-73.9293010981436"
"70029735","2026-08-11T23:32:40.000","2026-08-11T23:44:58.000","Noise - Residential","Loud Music/Party","BROOKLYN","11213","Closed","40.66861453534958","-73.92755162599363"
"70034157","2026-08-11T23:32:38.000","2026-08-11T23:58:02.000","Noise - Residential","Loud Talking","BROOKLYN","11212","Closed","40.67320062426509","-73.90776958980533"
"70032149","2026-08-11T23:32:07.000","2026-08-12T00:20:56.000","Illegal Parking","Overnight Commercial Storage","QUEENS","11413","Closed","40.664619874044995","-73.7529121208803"
"70031558","2026-08-11T23:32:03.000",,"HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","10128","Open","40.78054867177627","-73.94822452555469"
"70032597","2026-08-11T23:31:55.000",,"Noise - Residential","Loud Talking","BROOKLYN","11219","In Progress","40.64090400101001","-73.99583103049079"
"70028833","2026-08-11T23:31:51.000","2026-08-12T00:11:36.000","Noise - Residential","Loud Music/Party","QUEENS","11419","Closed","40.68659411367615","-73.82984203230274"
"70037970","2026-08-11T23:31:44.000","2026-08-11T23:44:57.000","Noise - Commercial","Loud Music/Party","MANHATTAN","10036","Closed","40.761401627525494","-73.99045214070179"
"70035690","2026-08-11T23:31:36.000","2026-08-12T00:17:46.000","Noise - Residential","Loud Talking","BROOKLYN","11216","Closed","40.68818425139043","-73.95297298536032"
"70028144","2026-08-11T23:31:09.000",,"Illegal Parking","Commercial Overnight Parking","BROOKLYN","11229","In Progress","40.5925738973204","-73.92485082290987"
"70029758","2026-08-11T23:31:04.000","2026-08-11T23:48:17.000","Illegal Parking","Commercial Overnight Parking","BROOKLYN","11201","Closed","40.700270386304894","-73.98976845412388"
"70034315","2026-08-11T23:31:00.000",,"Street Light Condition","Street Light Out","STATEN ISLAND","10309","Open","40.54095379097542","-74.21803827092457"
"70037113","2026-08-11T23:30:45.000",,"Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11209","In Progress","40.616306681279525","-74.03063801927192"
"70037065","2026-08-11T23:30:33.000",,"Illegal Parking","Blocked Hydrant","BROOKLYN","11204","In Progress","40.61883028748746","-73.99328214611717"
"70032066","2026-08-11T23:30:21.000",,"Litter Basket Request","Replacement Basket","BROOKLYN","11233","In Progress","40.67581862211921","-73.93045675772623"
"70032381","2026-08-11T23:29:41.000",,"Water Maintenance","Dirty Water","MANHATTAN","10027","In Progress","40.81239483159984","-73.95243726403454"
"70030588","2026-08-11T23:29:07.000",,"Dirty Condition","Broken Glass","BROOKLYN","11215","In Progress","40.66297426032983","-73.98814856775185"
"70030959","2026-08-11T23:29:02.000","2026-08-11T23:58:00.000","Noise","Construction","BROOKLYN","11210","In Progress","40.62910071204991","-73.94800337181081"
"70029878","2026-08-11T23:29:00.000",,"Street Light Condition","Street Light Out","STATEN ISLAND","10306","Open","40.57153013031146","-74.11704188838335"
"70034309","2026-08-11T23:29:00.000",,"Street Light Condition","Street Light Out","BROOKLYN","11203","Open","40.656163509035146","-73.93086648805274"
"70034914","2026-08-11T23:28:56.000","2026-08-12T00:06:13.000","Noise - Street/Sidewalk","Loud Music/Party","QUEENS","11372","Closed","40.75215676274358","-73.87339378295937"
"70026762","2026-08-11T23:28:44.000",,"Illegal Parking","Blocked Hydrant","BROOKLYN","11220","In Progress","40.63932066833335","-74.02355033576893"
"70032566","2026-08-11T23:28:06.000",,"Illegal Parking","License Plate Obscured","BROOKLYN","11219","In Progress","40.626213948668195","-73.9976908199878"
"70030650","2026-08-11T23:27:44.000",,"Dirty Condition","Trash","BROOKLYN","11238","In Progress","40.67342991860363","-73.95698135125339"
"70031140","2026-08-11T23:27:36.000",,"Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11220","In Progress","40.63932066833335","-74.02355033576893"
"70028073","2026-08-11T23:27:20.000","2026-08-12T00:50:22.000","Noise - Street/Sidewalk","Loud Music/Party","BRONX","10452","Closed","40.83517770628178","-73.92907956951548"
